date,value,keyword,Genre
2017-02-01,0.8,drama movies,Drama
2017-03-01,0.8,drama movies,Drama
2017-04-01,0.78,drama movies,Drama
2017-05-01,0.74,drama movies,Drama
2017-06-01,0.78,drama movies,Drama
2017-07-01,0.8,drama movies,Drama
2017-08-01,0.78,drama movies,Drama
2017-09-01,0.67,drama movies,Drama
2017-10-01,0.66,drama movies,Drama
2017-11-01,0.71,drama movies,Drama
2017-12-01,0.75,drama movies,Drama
2018-01-01,0.71,drama movies,Drama
2018-02-01,0.66,drama movies,Drama
2018-03-01,0.67,drama movies,Drama
2018-04-01,0.64,drama movies,Drama
2018-05-01,0.6,drama movies,Drama
2018-06-01,0.66,drama movies,Drama
2018-07-01,0.68,drama movies,Drama
2018-08-01,0.64,drama movies,Drama
2018-09-01,0.66,drama movies,Drama
2018-10-01,0.62,drama movies,Drama
2018-11-01,0.65,drama movies,Drama
2018-12-01,0.7,drama movies,Drama
2019-01-01,0.69,drama movies,Drama
2019-02-01,0.61,drama movies,Drama
2019-03-01,0.57,drama movies,Drama
2019-04-01,0.55,drama movies,Drama
2019-05-01,0.53,drama movies,Drama
2019-06-01,0.58,drama movies,Drama
2019-07-01,0.59,drama movies,Drama
2019-08-01,0.57,drama movies,Drama
2019-09-01,0.6,drama movies,Drama
2019-10-01,0.56,drama movies,Drama
2019-11-01,0.63,drama movies,Drama
2019-12-01,0.56,drama movies,Drama
2020-01-01,0.59,drama movies,Drama
2020-02-01,0.55,drama movies,Drama
2020-03-01,0.77,drama movies,Drama
2020-04-01,1.0,drama movies,Drama
2020-05-01,0.8,drama movies,Drama
2020-06-01,0.7,drama movies,Drama
2020-07-01,0.64,drama movies,Drama
2020-08-01,0.65,drama movies,Drama
2020-09-01,0.58,drama movies,Drama
2020-10-01,0.58,drama movies,Drama
2020-11-01,0.56,drama movies,Drama
2020-12-01,0.63,drama movies,Drama
2021-01-01,0.61,drama movies,Drama
2021-02-01,0.58,drama movies,Drama
2021-03-01,0.51,drama movies,Drama
2021-04-01,0.53,drama movies,Drama
2021-05-01,0.63,drama movies,Drama
2021-06-01,0.55,drama movies,Drama
2021-07-01,0.53,drama movies,Drama
2021-08-01,0.56,drama movies,Drama
2021-09-01,0.5,drama movies,Drama
2021-10-01,0.51,drama movies,Drama
2021-11-01,0.49,drama movies,Drama
2021-12-01,0.51,drama movies,Drama
2022-01-01,0.67,drama movies,Drama
2022-02-01,0.59,drama movies,Drama
2022-03-01,0.59,drama movies,Drama
2022-04-01,0.58,drama movies,Drama
2022-05-01,0.57,drama movies,Drama
2022-06-01,0.59,drama movies,Drama
2022-07-01,0.66,drama movies,Drama
2022-08-01,0.62,drama movies,Drama
2022-09-01,0.57,drama movies,Drama
2022-10-01,0.58,drama movies,Drama
2022-11-01,0.52,drama movies,Drama
2022-12-01,0.6,drama movies,Drama
2023-01-01,0.59,drama movies,Drama
2023-02-01,0.58,drama movies,Drama
2023-03-01,0.55,drama movies,Drama
2023-04-01,0.61,drama movies,Drama
2023-05-01,0.62,drama movies,Drama
2023-06-01,0.67,drama movies,Drama
2023-07-01,0.64,drama movies,Drama
2023-08-01,0.65,drama movies,Drama
2023-09-01,0.62,drama movies,Drama
2023-10-01,0.58,drama movies,Drama
2023-11-01,0.54,drama movies,Drama
2023-12-01,0.61,drama movies,Drama
2024-01-01,0.61,drama movies,Drama
2024-02-01,0.55,drama movies,Drama
2024-03-01,0.58,drama movies,Drama
2024-04-01,0.57,drama movies,Drama
2024-05-01,0.57,drama movies,Drama
2024-06-01,0.6,drama movies,Drama
2024-07-01,0.61,drama movies,Drama
2024-08-01,0.64,drama movies,Drama
2024-09-01,0.6,drama movies,Drama
2024-10-01,0.57,drama movies,Drama
2004-01-01,0.08,comedy movies,Comedy
2004-02-01,0.08,comedy movies,Comedy
2004-03-01,0.08,comedy movies,Comedy
2004-04-01,0.09,comedy movies,Comedy
2004-05-01,0.08,comedy movies,Comedy
2004-06-01,0.07,comedy movies,Comedy
2004-07-01,0.08,comedy movies,Comedy
2004-08-01,0.08,comedy movies,Comedy
2004-09-01,0.07,comedy movies,Comedy
2004-10-01,0.07,comedy movies,Comedy
2004-11-01,0.08,comedy movies,Comedy
2004-12-01,0.08,comedy movies,Comedy
2005-01-01,0.09,comedy movies,Comedy
2005-02-01,0.08,comedy movies,Comedy
2005-03-01,0.08,comedy movies,Comedy
2005-04-01,0.09,comedy movies,Comedy
2005-05-01,0.08,comedy movies,Comedy
2005-06-01,0.08,comedy movies,Comedy
2005-07-01,0.09,comedy movies,Comedy
2005-08-01,0.08,comedy movies,Comedy
2005-09-01,0.08,comedy movies,Comedy
2005-10-01,0.09,comedy movies,Comedy
2005-11-01,0.1,comedy movies,Comedy
2005-12-01,0.1,comedy movies,Comedy
2006-01-01,0.1,comedy movies,Comedy
2006-02-01,0.08,comedy movies,Comedy
2006-03-01,0.09,comedy movies,Comedy
2006-04-01,0.08,comedy movies,Comedy
2006-05-01,0.09,comedy movies,Comedy
2006-06-01,0.08,comedy movies,Comedy
2006-07-01,0.1,comedy movies,Comedy
2006-08-01,0.09,comedy movies,Comedy
2006-09-01,0.08,comedy movies,Comedy
2006-10-01,0.1,comedy movies,Comedy
2006-11-01,0.09,comedy movies,Comedy
2006-12-01,0.09,comedy movies,Comedy
2007-01-01,0.09,comedy movies,Comedy
2007-02-01,0.09,comedy movies,Comedy
2007-03-01,0.09,comedy movies,Comedy
2007-04-01,0.1,comedy movies,Comedy
2007-05-01,0.09,comedy movies,Comedy
2007-06-01,0.1,comedy movies,Comedy
2007-07-01,0.11,comedy movies,Comedy
2007-08-01,0.11,comedy movies,Comedy
2007-09-01,0.1,comedy movies,Comedy
2007-10-01,0.11,comedy movies,Comedy
2007-11-01,0.11,comedy movies,Comedy
2007-12-01,0.14,comedy movies,Comedy
2008-01-01,0.13,comedy movies,Comedy
2008-02-01,0.13,comedy movies,Comedy
2008-03-01,0.14,comedy movies,Comedy
2008-04-01,0.12,comedy movies,Comedy
2008-05-01,0.13,comedy movies,Comedy
2008-06-01,0.14,comedy movies,Comedy
2008-07-01,0.14,comedy movies,Comedy
2008-08-01,0.15,comedy movies,Comedy
2008-09-01,0.13,comedy movies,Comedy
2008-10-01,0.13,comedy movies,Comedy
2008-11-01,0.17,comedy movies,Comedy
2008-12-01,0.2,comedy movies,Comedy
2009-01-01,0.19,comedy movies,Comedy
2009-02-01,0.18,comedy movies,Comedy
2009-03-01,0.2,comedy movies,Comedy
2009-04-01,0.21,comedy movies,Comedy
2009-05-01,0.24,comedy movies,Comedy
2009-06-01,0.25,comedy movies,Comedy
2009-07-01,0.26,comedy movies,Comedy
2009-08-01,0.28,comedy movies,Comedy
2009-09-01,0.25,comedy movies,Comedy
2009-10-01,0.27,comedy movies,Comedy
2009-11-01,0.3,comedy movies,Comedy
2009-12-01,0.37,comedy movies,Comedy
2010-01-01,0.34,comedy movies,Comedy
2010-02-01,0.32,comedy movies,Comedy
2010-03-01,0.32,comedy movies,Comedy
2010-04-01,0.33,comedy movies,Comedy
2010-05-01,0.34,comedy movies,Comedy
2010-06-01,0.37,comedy movies,Comedy
2010-07-01,0.38,comedy movies,Comedy
2010-08-01,0.39,comedy movies,Comedy
2010-09-01,0.35,comedy movies,Comedy
2010-10-01,0.35,comedy movies,Comedy
2010-11-01,0.36,comedy movies,Comedy
2010-12-01,0.44,comedy movies,Comedy
2011-01-01,0.43,comedy movies,Comedy
2011-02-01,0.36,comedy movies,Comedy
2011-03-01,0.36,comedy movies,Comedy
2011-04-01,0.41,comedy movies,Comedy
2011-05-01,0.37,comedy movies,Comedy
2011-06-01,0.44,comedy movies,Comedy
2011-07-01,0.46,comedy movies,Comedy
2011-08-01,0.45,comedy movies,Comedy
2011-09-01,0.4,comedy movies,Comedy
2011-10-01,0.39,comedy movies,Comedy
2011-11-01,0.42,comedy movies,Comedy
2011-12-01,0.46,comedy movies,Comedy
2012-01-01,0.46,comedy movies,Comedy
2012-02-01,0.44,comedy movies,Comedy
2012-03-01,0.42,comedy movies,Comedy
2012-04-01,0.44,comedy movies,Comedy
2012-05-01,0.4,comedy movies,Comedy
2012-06-01,0.47,comedy movies,Comedy
2012-07-01,0.49,comedy movies,Comedy
2012-08-01,0.49,comedy movies,Comedy
2012-09-01,0.45,comedy movies,Comedy
2012-10-01,0.44,comedy movies,Comedy
2012-11-01,0.44,comedy movies,Comedy
2012-12-01,0.54,comedy movies,Comedy
2013-01-01,0.51,comedy movies,Comedy
2013-02-01,0.5,comedy movies,Comedy
2013-03-01,0.54,comedy movies,Comedy
2013-04-01,0.48,comedy movies,Comedy
2013-05-01,0.5,comedy movies,Comedy
2013-06-01,0.57,comedy movies,Comedy
2013-07-01,0.61,comedy movies,Comedy
2013-08-01,0.6,comedy movies,Comedy
2013-09-01,0.58,comedy movies,Comedy
2013-10-01,0.55,comedy movies,Comedy
2013-11-01,0.62,comedy movies,Comedy
2013-12-01,0.71,comedy movies,Comedy
2014-01-01,0.67,comedy movies,Comedy
2014-02-01,0.59,comedy movies,Comedy
2014-03-01,0.57,comedy movies,Comedy
2014-04-01,0.66,comedy movies,Comedy
2014-05-01,0.64,comedy movies,Comedy
2014-06-01,0.63,comedy movies,Comedy
2014-07-01,0.63,comedy movies,Comedy
2014-08-01,0.66,comedy movies,Comedy
2014-09-01,0.54,comedy movies,Comedy
2014-10-01,0.58,comedy movies,Comedy
2014-11-01,0.58,comedy movies,Comedy
2014-12-01,0.67,comedy movies,Comedy
2015-01-01,0.61,comedy movies,Comedy
2015-02-01,0.55,comedy movies,Comedy
2015-03-01,0.57,comedy movies,Comedy
2015-04-01,0.6,comedy movies,Comedy
2015-05-01,0.59,comedy movies,Comedy
2015-06-01,0.57,comedy movies,Comedy
2015-07-01,0.62,comedy movies,Comedy
2015-08-01,0.61,comedy movies,Comedy
2015-09-01,0.52,comedy movies,Comedy
2015-10-01,0.53,comedy movies,Comedy
2015-11-01,0.55,comedy movies,Comedy
2015-12-01,0.68,comedy movies,Comedy
2016-01-01,0.69,comedy movies,Comedy
2016-02-01,0.54,comedy movies,Comedy
2016-03-01,0.54,comedy movies,Comedy
2016-04-01,0.54,comedy movies,Comedy
2016-05-01,0.53,comedy movies,Comedy
2016-06-01,0.55,comedy movies,Comedy
2016-07-01,0.64,comedy movies,Comedy
2016-08-01,0.56,comedy movies,Comedy
2016-09-01,0.6,comedy movies,Comedy
2016-10-01,0.62,comedy movies,Comedy
2016-11-01,0.63,comedy movies,Comedy
2016-12-01,0.76,comedy movies,Comedy
2017-01-01,0.73,comedy movies,Comedy
2017-02-01,0.67,comedy movies,Comedy
2017-03-01,0.67,comedy movies,Comedy
2017-04-01,0.69,comedy movies,Comedy
2017-05-01,0.64,comedy movies,Comedy
2017-06-01,0.69,comedy movies,Comedy
2017-07-01,0.78,comedy movies,Comedy
2017-08-01,0.7,comedy movies,Comedy
2017-09-01,0.53,comedy movies,Comedy
2017-10-01,0.52,comedy movies,Comedy
2017-11-01,0.53,comedy movies,Comedy
2017-12-01,0.62,comedy movies,Comedy
2018-01-01,0.56,comedy movies,Comedy
2018-02-01,0.54,comedy movies,Comedy
2018-03-01,0.57,comedy movies,Comedy
2018-04-01,0.49,comedy movies,Comedy
2018-05-01,0.5,comedy movies,Comedy
2018-06-01,0.58,comedy movies,Comedy
2018-07-01,0.73,comedy movies,Comedy
2018-08-01,0.8,comedy movies,Comedy
2018-09-01,0.96,comedy movies,Comedy
2018-10-01,0.97,comedy movies,Comedy
2018-11-01,1.0,comedy movies,Comedy
2018-12-01,0.88,comedy movies,Comedy
2019-01-01,0.71,comedy movies,Comedy
2019-02-01,0.44,comedy movies,Comedy
2019-03-01,0.45,comedy movies,Comedy
2019-04-01,0.41,comedy movies,Comedy
2019-05-01,0.42,comedy movies,Comedy
2019-06-01,0.45,comedy movies,Comedy
2019-07-01,0.45,comedy movies,Comedy
2019-08-01,0.46,comedy movies,Comedy
2019-09-01,0.4,comedy movies,Comedy
2019-10-01,0.38,comedy movies,Comedy
2019-11-01,0.4,comedy movies,Comedy
2019-12-01,0.44,comedy movies,Comedy
2020-01-01,0.49,comedy movies,Comedy
2020-02-01,0.37,comedy movies,Comedy
2020-03-01,0.57,comedy movies,Comedy
2020-04-01,0.71,comedy movies,Comedy
2020-05-01,0.59,comedy movies,Comedy
2020-06-01,0.51,comedy movies,Comedy
2020-07-01,0.51,comedy movies,Comedy
2020-08-01,0.46,comedy movies,Comedy
2020-09-01,0.41,comedy movies,Comedy
2020-10-01,0.4,comedy movies,Comedy
2020-11-01,0.39,comedy movies,Comedy
2020-12-01,0.44,comedy movies,Comedy
2021-01-01,0.44,comedy movies,Comedy
2021-02-01,0.39,comedy movies,Comedy
2021-03-01,0.38,comedy movies,Comedy
2021-04-01,0.38,comedy movies,Comedy
2021-05-01,0.46,comedy movies,Comedy
2021-06-01,0.38,comedy movies,Comedy
2021-07-01,0.39,comedy movies,Comedy
2021-08-01,0.37,comedy movies,Comedy
2021-09-01,0.32,comedy movies,Comedy
2021-10-01,0.32,comedy movies,Comedy
2021-11-01,0.31,comedy movies,Comedy
2021-12-01,0.37,comedy movies,Comedy
2022-01-01,0.47,comedy movies,Comedy
2022-02-01,0.39,comedy movies,Comedy
2022-03-01,0.36,comedy movies,Comedy
2022-04-01,0.36,comedy movies,Comedy
2022-05-01,0.36,comedy movies,Comedy
2022-06-01,0.36,comedy movies,Comedy
2022-07-01,0.41,comedy movies,Comedy
2022-08-01,0.39,comedy movies,Comedy
2022-09-01,0.34,comedy movies,Comedy
2022-10-01,0.35,comedy movies,Comedy
2022-11-01,0.33,comedy movies,Comedy
2022-12-01,0.39,comedy movies,Comedy
2023-01-01,0.41,comedy movies,Comedy
2023-02-01,0.37,comedy movies,Comedy
2023-03-01,0.36,comedy movies,Comedy
2023-04-01,0.37,comedy movies,Comedy
2023-05-01,0.37,comedy movies,Comedy
2023-06-01,0.41,comedy movies,Comedy
2023-07-01,0.43,comedy movies,Comedy
2023-08-01,0.39,comedy movies,Comedy
2023-09-01,0.35,comedy movies,Comedy
2023-10-01,0.34,comedy movies,Comedy
2023-11-01,0.36,comedy movies,Comedy
2023-12-01,0.41,comedy movies,Comedy
2024-01-01,0.4,comedy movies,Comedy
2024-02-01,0.37,comedy movies,Comedy
2024-03-01,0.37,comedy movies,Comedy
2024-04-01,0.33,comedy movies,Comedy
2024-05-01,0.36,comedy movies,Comedy
2024-06-01,0.37,comedy movies,Comedy
2024-07-01,0.36,comedy movies,Comedy
2024-08-01,0.37,comedy movies,Comedy
2024-09-01,0.34,comedy movies,Comedy
2024-10-01,0.33,comedy movies,Comedy
2004-01-01,0.1,romance movies,Romance
2004-02-01,0.1,romance movies,Romance
2004-03-01,0.07,romance movies,Romance
2004-04-01,0.09,romance movies,Romance
2004-05-01,0.09,romance movies,Romance
2004-06-01,0.07,romance movies,Romance
2004-07-01,0.08,romance movies,Romance
2004-08-01,0.08,romance movies,Romance
2004-09-01,0.07,romance movies,Romance
2004-10-01,0.08,romance movies,Romance
2004-11-01,0.08,romance movies,Romance
2004-12-01,0.09,romance movies,Romance
2005-01-01,0.09,romance movies,Romance
2005-02-01,0.12,romance movies,Romance
2005-03-01,0.09,romance movies,Romance
2005-04-01,0.09,romance movies,Romance
2005-05-01,0.08,romance movies,Romance
2005-06-01,0.09,romance movies,Romance
2005-07-01,0.09,romance movies,Romance
2005-08-01,0.1,romance movies,Romance
2005-09-01,0.1,romance movies,Romance
2005-10-01,0.11,romance movies,Romance
2005-11-01,0.09,romance movies,Romance
2005-12-01,0.1,romance movies,Romance
2006-01-01,0.11,romance movies,Romance
2006-02-01,0.12,romance movies,Romance
2006-03-01,0.1,romance movies,Romance
2006-04-01,0.09,romance movies,Romance
2006-05-01,0.09,romance movies,Romance
2006-06-01,0.09,romance movies,Romance
2006-07-01,0.11,romance movies,Romance
2006-08-01,0.1,romance movies,Romance
2006-09-01,0.09,romance movies,Romance
2006-10-01,0.1,romance movies,Romance
2006-11-01,0.1,romance movies,Romance
2006-12-01,0.11,romance movies,Romance
2007-01-01,0.1,romance movies,Romance
2007-02-01,0.12,romance movies,Romance
2007-03-01,0.11,romance movies,Romance
2007-04-01,0.11,romance movies,Romance
2007-05-01,0.1,romance movies,Romance
2007-06-01,0.11,romance movies,Romance
2007-07-01,0.12,romance movies,Romance
2007-08-01,0.12,romance movies,Romance
2007-09-01,0.12,romance movies,Romance
2007-10-01,0.12,romance movies,Romance
2007-11-01,0.14,romance movies,Romance
2007-12-01,0.17,romance movies,Romance
2008-01-01,0.17,romance movies,Romance
2008-02-01,0.17,romance movies,Romance
2008-03-01,0.15,romance movies,Romance
2008-04-01,0.15,romance movies,Romance
2008-05-01,0.16,romance movies,Romance
2008-06-01,0.18,romance movies,Romance
2008-07-01,0.19,romance movies,Romance
2008-08-01,0.21,romance movies,Romance
2008-09-01,0.18,romance movies,Romance
2008-10-01,0.19,romance movies,Romance
2008-11-01,0.23,romance movies,Romance
2008-12-01,0.27,romance movies,Romance
2009-01-01,0.26,romance movies,Romance
2009-02-01,0.26,romance movies,Romance
2009-03-01,0.24,romance movies,Romance
2009-04-01,0.24,romance movies,Romance
2009-05-01,0.27,romance movies,Romance
2009-06-01,0.28,romance movies,Romance
2009-07-01,0.28,romance movies,Romance
2009-08-01,0.32,romance movies,Romance
2009-09-01,0.27,romance movies,Romance
2009-10-01,0.28,romance movies,Romance
2009-11-01,0.33,romance movies,Romance
2009-12-01,0.39,romance movies,Romance
2010-01-01,0.34,romance movies,Romance
2010-02-01,0.34,romance movies,Romance
2010-03-01,0.33,romance movies,Romance
2010-04-01,0.37,romance movies,Romance
2010-05-01,0.35,romance movies,Romance
2010-06-01,0.39,romance movies,Romance
2010-07-01,0.34,romance movies,Romance
2010-08-01,0.36,romance movies,Romance
2010-09-01,0.34,romance movies,Romance
2010-10-01,0.33,romance movies,Romance
2010-11-01,0.34,romance movies,Romance
2010-12-01,0.39,romance movies,Romance
2011-01-01,0.4,romance movies,Romance
2011-02-01,0.35,romance movies,Romance
2011-03-01,0.33,romance movies,Romance
2011-04-01,0.39,romance movies,Romance
2011-05-01,0.41,romance movies,Romance
2011-06-01,0.45,romance movies,Romance
2011-07-01,0.46,romance movies,Romance
2011-08-01,0.42,romance movies,Romance
2011-09-01,0.4,romance movies,Romance
2011-10-01,0.38,romance movies,Romance
2011-11-01,0.45,romance movies,Romance
2011-12-01,0.49,romance movies,Romance
2012-01-01,0.46,romance movies,Romance
2012-02-01,0.44,romance movies,Romance
2012-03-01,0.39,romance movies,Romance
2012-04-01,0.42,romance movies,Romance
2012-05-01,0.39,romance movies,Romance
2012-06-01,0.47,romance movies,Romance
2012-07-01,0.49,romance movies,Romance
2012-08-01,0.49,romance movies,Romance
2012-09-01,0.49,romance movies,Romance
2012-10-01,0.46,romance movies,Romance
2012-11-01,0.48,romance movies,Romance
2012-12-01,0.55,romance movies,Romance
2013-01-01,0.53,romance movies,Romance
2013-02-01,0.54,romance movies,Romance
2013-03-01,0.56,romance movies,Romance
2013-04-01,0.51,romance movies,Romance
2013-05-01,0.54,romance movies,Romance
2013-06-01,0.63,romance movies,Romance
2013-07-01,0.66,romance movies,Romance
2013-08-01,0.74,romance movies,Romance
2013-09-01,0.88,romance movies,Romance
2013-10-01,0.68,romance movies,Romance
2013-11-01,0.72,romance movies,Romance
2013-12-01,0.77,romance movies,Romance
2014-01-01,0.78,romance movies,Romance
2014-02-01,0.75,romance movies,Romance
2014-03-01,0.67,romance movies,Romance
2014-04-01,0.72,romance movies,Romance
2014-05-01,0.69,romance movies,Romance
2014-06-01,0.67,romance movies,Romance
2014-07-01,0.67,romance movies,Romance
2014-08-01,0.68,romance movies,Romance
2014-09-01,0.6,romance movies,Romance
2014-10-01,0.57,romance movies,Romance
2014-11-01,0.68,romance movies,Romance
2014-12-01,0.73,romance movies,Romance
2015-01-01,0.73,romance movies,Romance
2015-02-01,0.78,romance movies,Romance
2015-03-01,0.66,romance movies,Romance
2015-04-01,0.71,romance movies,Romance
2015-05-01,0.74,romance movies,Romance
2015-06-01,0.74,romance movies,Romance
2015-07-01,0.78,romance movies,Romance
2015-08-01,0.74,romance movies,Romance
2015-09-01,0.66,romance movies,Romance
2015-10-01,0.67,romance movies,Romance
2015-11-01,0.72,romance movies,Romance
2015-12-01,0.83,romance movies,Romance
2016-01-01,0.78,romance movies,Romance
2016-02-01,0.75,romance movies,Romance
2016-03-01,0.7,romance movies,Romance
2016-04-01,0.69,romance movies,Romance
2016-05-01,0.75,romance movies,Romance
2016-06-01,0.82,romance movies,Romance
2016-07-01,0.87,romance movies,Romance
2016-08-01,0.8,romance movies,Romance
2016-09-01,0.82,romance movies,Romance
2016-10-01,0.79,romance movies,Romance
2016-11-01,0.86,romance movies,Romance
2016-12-01,0.99,romance movies,Romance
2017-01-01,0.94,romance movies,Romance
2017-02-01,0.88,romance movies,Romance
2017-03-01,0.87,romance movies,Romance
2017-04-01,0.89,romance movies,Romance
2017-05-01,0.9,romance movies,Romance
2017-06-01,0.89,romance movies,Romance
2017-07-01,0.92,romance movies,Romance
2017-08-01,0.86,romance movies,Romance
2017-09-01,0.7,romance movies,Romance
2017-10-01,0.77,romance movies,Romance
2017-11-01,0.79,romance movies,Romance
2017-12-01,0.85,romance movies,Romance
2018-01-01,0.83,romance movies,Romance
2018-02-01,0.81,romance movies,Romance
2018-03-01,0.77,romance movies,Romance
2018-04-01,0.74,romance movies,Romance
2018-05-01,0.79,romance movies,Romance
